state,district,market
Rajasthan,Ajmer,Ajmer (F&V) APMC
Tamil Nadu,Chengalpattu,Jameenrayapettai (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,Mettupalayam (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,Singanallur (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,Vadavalli (Uzhavar Sandhai )
Tamil Nadu,Dharmapuri,Karimangalam (Uzhavar Sandhai)
Tamil Nadu,Dharmapuri,Palacode (Uzhavar Sandhai )
Tamil Nadu,Dindigul,Dindigul (Uzhavar Sandhai )
Tamil Nadu,Dindigul,Palani (Uzhavar Sandhai )
Tamil Nadu,Kallakuruchi,Sankarapuram (Uzhavar Sandhai )
Tamil Nadu,Kancheepuram,Sunguvarchatram (Uzhavar Sandhai )
Tamil Nadu,Karur,Kulithalai (Uzhavar Sandhai )
Tamil Nadu,Karur,Gandhigramam (Uzhavar Sandhai)
Tamil Nadu,Krishnagiri,Hosur (Uzhavar Sandhai )
Tamil Nadu,Madurai,Anna nagar (Uzhavar Sandhai )
Tamil Nadu,Madurai,Chokkikulam (Uzhavar Sandhai )
Tamil Nadu,Madurai,Melur (Uzhavar Sandhai )
Tamil Nadu,Madurai,Palanganatham (Uzhavar Sandhai )
Tamil Nadu,Nagapattinam,Nagapattinam (Uzhavar Sandhai )
Tamil Nadu,Namakkal,Kumarapalayam (Uzhavar Sandhai )
Tamil Nadu,Salem,Ammapet (Uzhavar Sandhai )
Tamil Nadu,Salem,Hasthampatti (Uzhavar Sandhai )
Tamil Nadu,Salem,Thathakapatti (Uzhavar Sandhai )
Tamil Nadu,The Nilgiris,Udhagamandalam (Uzhavar Sandhai )
Tamil Nadu,Thiruchirappalli,Lalgudi (Uzhavar Sandhai )
Tamil Nadu,Thirunelveli,NGO Colony (Uzhavar Sandhai )
Tamil Nadu,Thirupur,Kangayam (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Chengam (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Cheyyar (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Keelpennathur (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Tamarainagar (Uzhavar Sandhai )
Tamil Nadu,Kallakuruchi,Kallakurichi (Uzhavar Sandhai )
Tamil Nadu,Kancheepuram,Kundrathur (Uzhavar Sandhai )
Tamil Nadu,Nagercoil (Kannyiakumari),Myladi (Uzhavar Sandhai )
Tamil Nadu,Salem,Jalagandapuram (Uzhavar Sandhai )
Tamil Nadu,Thirunelveli,Palayamkottai (Uzhavar Sandhai )
Tamil Nadu,Thiruvarur,Mannargudi I (Uzhavar Sandhai )
Tamil Nadu,Chengalpattu,Pallavaram (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,RSPuram (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,Sundarapuram (Uzhavar Sandhai )
Tamil Nadu,Cuddalore,Cuddalore (Uzhavar Sandhai )
Tamil Nadu,Dharmapuri,Dharmapuri (Uzhavar Sandhai )
Tamil Nadu,Erode,Periyar Nagar (Uzhavar Sandhai )
Tamil Nadu,Erode,Perundurai (Uzhavar Sandhai )
Tamil Nadu,Erode,Sampath Nagar (Uzhavar Sandhai )
Tamil Nadu,Erode,Sathiyamagalam (Uzhavar Sandhai )
Tamil Nadu,Erode,Thalavadi (Uzhavar Sandhai )
Tamil Nadu,Kancheepuram,Kancheepuram (Uzhavar Sandhai )
Tamil Nadu,Kancheepuram,Padappai (Uzhavar Sandhai )
Tamil Nadu,Karur,Vengamedu (Uzhavar Sandhai )
Tamil Nadu,Krishnagiri,Kaveripattinam (Uzhavar Sandhai )
Tamil Nadu,Madurai,Thirumangalam (Uzhavar Sandhai )
Tamil Nadu,Nagapattinam,Mayiladuthurai (Uzhavar Sandhai )
Tamil Nadu,Perambalur,Perambalur (Uzhavar Sandhai )
Tamil Nadu,Pudukkottai,Aranthangi (Uzhavar Sandhai )
Tamil Nadu,Pudukkottai,Gandarvakottai (Uzhavar Sandhai )
Tamil Nadu,Pudukkottai,Pudukottai (Uzhavar Sandhai )
Tamil Nadu,Pudukkottai,Viralimalai (Uzhavar Sandhai )
Tamil Nadu,Ramanathapuram,Ramanathapuram (Uzhavar Sandhai )
Tamil Nadu,Ranipet,Arcot (Uzhavar Sandhai )
Tamil Nadu,Salem,Athur (Uzhavar Sandhai )
Tamil Nadu,Salem,Attayampatti (Uzhavar Sandhai )
Tamil Nadu,Salem,Mettur (Uzhavar Sandhai )
Tamil Nadu,Salem,Sooramangalam (Uzhavar Sandhai )
Tamil Nadu,Salem,Vazhapadi (Uzhavar Sandhai)
Tamil Nadu,Sivaganga,Karaikudi (Uzhavar Sandhai )
Tamil Nadu,Theni,Bodinayakanur (Uzhavar Sandhai )
Tamil Nadu,The Nilgiris,Coonoor (Uzhavar Sandhai )
Tamil Nadu,Thiruchirappalli,Manachanallur (Uzhavar Sandhai )
Tamil Nadu,Thirunelveli,Melapalayam (Uzhavar Sandhai )
Tamil Nadu,Thirupur,Palladam (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Tiruvannamalai (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Vandavasi (Uzhavar Sandhai )
Tamil Nadu,Thiruvarur,Tiruthuraipoondi (Uzhavar Sandhai )
Tamil Nadu,Tuticorin,Tuticorin (Uzhavar Sandhai )
Tamil Nadu,Vellore,Gudiyatham (Uzhavar Sandhai )
Tamil Nadu,Virudhunagar,Aruppukottai (Uzhavar Sandhai )
Tamil Nadu,Virudhunagar,Kariyapatti (Uzhavar Sandhai )
Tamil Nadu,Virudhunagar,Sathur (Uzhavar Sandhai )
Tamil Nadu,Virudhunagar,Thalavaipuram (Uzhavar Sandhai )
Tamil Nadu,Chengalpattu,Medavakkam (Uzhavar Sandhai )
Tamil Nadu,Chengalpattu,Thirukalukundram (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,Pollachi (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,Sulur (Uzhavar Sandhai )
Tamil Nadu,Cuddalore,Chidambaram (Uzhavar Sandhai )
Tamil Nadu,Dharmapuri,AJattihalli (Uzhavar Sandhai )
Tamil Nadu,Dharmapuri,Harur (Uzhavar Sandhai )
Tamil Nadu,Dharmapuri,Pennagaram (Uzhavar Sandhai )
Tamil Nadu,Dindigul,Chinnalapatti (Uzhavar Sandhai )
Tamil Nadu,Krishnagiri,Krishnagiri (Uzhavar Sandhai )
Tamil Nadu,Nagapattinam,Vedaranyam (Uzhavar Sandhai)
Tamil Nadu,Namakkal,Namakkal (Uzhavar Sandhai )
Tamil Nadu,Pudukkottai,Alangudi (Uzhavar Sandhai )
Tamil Nadu,Thanjavur,Thanjavur (Uzhavar Sandhai )
Tamil Nadu,Thanjavur,Pattukottai (Uzhavar Sandhai )
Tamil Nadu,The Nilgiris,Gudalur (Uzhavar Sandhai )
Tamil Nadu,Thiruchirappalli,Musiri (Uzhavar Sandhai )
Tamil Nadu,Thirupathur,Natrampalli (Uzhavar Sandhai )
Tamil Nadu,Thirupathur,Vaniyampadi (Uzhavar Sandhai )
Tamil Nadu,Thirupur,Dharapuram (Uzhavar Sandhai )
Tamil Nadu,Vellore,Perampet (Uzhavar Sandhai)
Tamil Nadu,Virudhunagar,Rajapalayam (Uzhavar Sandhai )
Tamil Nadu,Virudhunagar,Srivilliputhur (Uzhavar Sandhai )
Tamil Nadu,Cuddalore,Panruti (Uzhavar Sandhai )
Tamil Nadu,Karur,Velayuthampalayam (Uzhavar Sandhai )
Tamil Nadu,Krishnagiri,Avallapalli (Uzhavar Sandhai )
Tamil Nadu,Krishnagiri,Denkanikottai (Uzhavar Sandhai )
Tamil Nadu,Madurai,Usilampatti (Uzhavar Sandhai )
Tamil Nadu,Namakkal,Paramathivelur (Uzhavar Sandhai )
Tamil Nadu,Namakkal,Rasipuram (Uzhavar Sandhai )
Tamil Nadu,Ranipet,Ranipettai (Uzhavar Sandhai )
Tamil Nadu,Salem,Elampillai (Uzhavar Sandhai )
Tamil Nadu,Salem,Mecheri (Uzhavar Sandhai)
Tamil Nadu,Tenkasi,Sankarankoil (Uzhavar Sandhai )
Tamil Nadu,Thanjavur,Papanasam (Uzhavar Sandhai )
Tamil Nadu,Theni,Chinnamanur (Uzhavar Sandhai )
Tamil Nadu,Theni,Devaram (Uzhavar Sandhai )
Tamil Nadu,Theni,Theni (Uzhavar Sandhai )
Tamil Nadu,Thiruvellore,Ambattur (Uzhavar Sandhai )
Tamil Nadu,Tuticorin,Kovilpatti (Uzhavar Sandhai )
Tamil Nadu,Villupuram,Gingee (Uzhavar Sandhai )
Tamil Nadu,Virudhunagar,Sivakasi (Uzhavar Sandhai )
Tamil Nadu,Madurai,Anaiyur (Uzhavar Sandhai )
Tamil Nadu,Nagapattinam,Sirkali (Uzhavar Sandhai )
Tamil Nadu,Vellore,Pallikonda (Uzhavar Sandhai)
Tamil Nadu,Chengalpattu,Guduvancheri (Uzhavar Sandhai )
Tamil Nadu,Cuddalore,Vadalur (Uzhavar Sandhai )
Tamil Nadu,Cuddalore,Viruthachalam (Uzhavar Sandhai )
Tamil Nadu,Erode,Gobichettipalayam (Uzhavar Sandhai )
Tamil Nadu,Ramanathapuram,Paramakudi (Uzhavar Sandhai )
Tamil Nadu,Sivaganga,Tirupatthur (Uzhavar Sandhai )
Tamil Nadu,Theni,Andipatti (Uzhavar Sandhai )
Tamil Nadu,Theni,Kambam (Uzhavar Sandhai )
Tamil Nadu,Thiruvarur,Mannargudi II (Uzhavar Sandhai )
Tamil Nadu,Thiruvarur,Muthupettai (Uzhavar Sandhai )
Tamil Nadu,Virudhunagar,Virudhunagar (Uzhavar Sandhai )
Tamil Nadu,Chengalpattu,Madhuranthagam (Uzhavar Sandhai )
Tamil Nadu,Chengalpattu,Nanganallur (Uzhavar Sandhai )
Tamil Nadu,Pudukkottai,Karambakkudi (Uzhavar Sandhai )
Tamil Nadu,Sivaganga,Singampunari (Uzhavar Sandhai )
Tamil Nadu,Thanjavur,Peravurani (Uzhavar Sandhai)
Tamil Nadu,Thanjavur,Tirukattupalli (Uzhavar Sandhai )
Tamil Nadu,Theni,Periyakulam (Uzhavar Sandhai )
Tamil Nadu,Thiruchirappalli,KKNagar (Uzhavar Sandhai )
Tamil Nadu,Thiruchirappalli,Manapparai (Uzhavar Sandhai )
Tamil Nadu,Thiruchirappalli,Thiruverumbur (Uzhavar Sandhai )
Tamil Nadu,Thirunelveli,Kandiyaperi (Uzhavar Sandhai )
Tamil Nadu,Thirunelveli,Ambasamudram (Uzhavar Sandhai )
Tamil Nadu,Vellore,Kahithapattarai (Uzhavar Sandhai )
Tamil Nadu,Villupuram,Villupuram (Uzhavar Sandhai )
Tamil Nadu,Coimbatore,Kurichi (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Polur (Uzhavar Sandhai )
Tamil Nadu,Thiruvarur,Needamangalam (Uzhavar Sandhai )
Tamil Nadu,Thiruvarur,Tiruvarur (Uzhavar Sandhai )
Tamil Nadu,Namakkal,Mohanur (Uzhavar Sandhai )
Tamil Nadu,Pudukkottai,Ponnamaravathi (Uzhavar Sandhai)
Tamil Nadu,Karur,Karur (Uzhavar Sandhai )
Tamil Nadu,Thiruvannamalai,Arani (Uzhavar Sandhai )
Tamil Nadu,Thiruvellore,Paruthipattu (Uzhavar Sandhai )
Tamil Nadu,Ariyalur,Ariyalur (Uzhavar Sandhai)
Tamil Nadu,Dindigul,Vedasanthur (Uzhavar Sandhai )
Tamil Nadu,Tenkasi,Tenkasi (Uzhavar Sandhai )
Tamil Nadu,Ramanathapuram,Kamuthi (Uzhavar Sandhai )
Tamil Nadu,Thiruvellore,Naravarikuppam (Uzhavar Sandhai )
Telangana,Mahbubnagar,Mahabubnagar (Rythu Bazar) APMC
Telangana,Medak,Siddipet (Rythu Bazar) APMC
Uttar Pradesh,Kanpur,Kanpur (Grain) APMC
Uttar Pradesh,Mau (Maunathbhanjan),Kopaganj APMC
Uttar Pradesh,Mau (Maunathbhanjan),Doharighat APMC
Uttar Pradesh,Hardoi,Shahabad (New Mandi) APMC
Uttarakhand,Haridwar,Bhagwanpur (Naveen Mandi Sthal) APMC
West Bengal,Dakshin Dinajpur,Gangarampur (Dakshin Dinajpur) APMC
West Bengal,Bankura,Bishnupur (Bankura) APMC
West Bengal,Medinipur (W),Ghatal APMC
West Bengal,Sounth 24 Parganas,Baruipur (Canning) APMC
West Bengal,Darjeeling,Karsiyang (Matigara) APMC
West Bengal,Howrah,Ramkrishanpur (Howrah) APMC
West Bengal,Medinipur (E),Kolaghat APMC
West Bengal,Medinipur (E),Egra/contai APMC
West Bengal,Sounth 24 Parganas,Diamond Harbour (South 24-pgs) APMC
West Bengal,Medinipur (E),Tamluk (Medinipur E) APMC
Assam,Kamrup,Pamohi (Garchuk) APMC
Chandigarh,Chandigarh,Chandigarh (Grain/Fruit) APMC
Gujarat,Navsari,Vansda (Limzar) APMC
Gujarat,Vadodara (Baroda),Vadodara (Sayajipura) APMC
Gujarat,Patan,"Patan (Veg,Yard Patan) APMC"
Haryana,Fatehabad,Tohana (New Veg Market) APMC
Karnataka,Kalburgi,Kalburgi (Jevargi) APMC
Kerala,Idukki,Rajakkad VFPCK APMC
Kerala,Kozhikode (Calicut),Kodenchery VFPCK APMC
Kerala,Malappuram,Thalappara VFPCK APMC
Kerala,Alappuzha,Cheriyanadu VFPCK APMC
Kerala,Alappuzha,Thazhakkara VFPCK APMC
Kerala,Kollam,Neduvathoor VFPCK APMC
Kerala,Thirssur,Elanad VFPCK APMC
Kerala,Kozhikode (Calicut),Thalakulathur VFPCK APMC
Kerala,Idukki,Udumbannoor VFPCK APMC
Kerala,Pathanamthitta,Naranganam VFPCK APMC
Madhya Pradesh,Badwani,Sendhwa (F&V) APMC
Madhya Pradesh,Badwani,Badwani (F&V) APMC
Madhya Pradesh,Morena,Sabalgarh (F&V) APMC
Madhya Pradesh,Sagar,Sagar (F&V) APMC
Madhya Pradesh,Dhar,Badnawar (F&V) APMC
Madhya Pradesh,Jhabua,Petlawad (F&V) APMC
Madhya Pradesh,Jabalpur,Jabalpur (F&V) APMC
Maharashtra,Pune,Pune (Manjri) APMC
Maharashtra,Pune,Junnar (Narayangaon) APMC
Maharashtra,Pune,Junnar (Otur) APMC
Maharashtra,Pune,Khed (Chakan) APMC
Maharashtra,Nashik,Premium Krushi Utpanna Bazar APMC
Maharashtra,Dharashiv (Usmanabad),Dharashiv APMC
Maharashtra,Nashik,Nashik (Devlali) APMC
Maharashtra,Hingoli,Basmat (Kurunda) APMC
Punjab,Hoshiarpur,Garh Shankar (Mahalpur) APMC
Punjab,Bhatinda,Bhagta Bhai Ka (Kotha Guru Ka) APMC
Punjab,Jalandhar,Jalandhar Cantt. APMC
Punjab,Jalandhar,Nakodar (Sarih) APMC
Punjab,Nawanshahr,Nawan Shahar (MandiRaho) APMC
Tamil Nadu,Thiruvellore,Tiruthani (Uzhavar Sandhai )
Tamil Nadu,Dindigul,Kodaikkanal (Uzhavar Sandhai)
Telangana,Mahbubnagar,Mahbubnagar (Nawabpet) APMC
Uttar Pradesh,Rampur,Tanda (Rampur) APMC
Uttar Pradesh,Chitrakut,Mau (Chitrakut) APMC
Uttarakhand,Udhamsinghnagar,Jaspur (UC) APMC
West Bengal,Medinipur (W),Medinipur (West) APMC
West Bengal,Bankura,Indus (Bankura Sadar) APMC
Gujarat,Rajkot,Jetpur (Dist.Rajkot) APMC
Gujarat,Banaskanth,Deesa (Deesa Veg Yard) APMC
Gujarat,Kheda,Nadiyad (Chaklasi) APMC
Gujarat,Rajkot,Jasdan (Vichhiya) APMC
Gujarat,Bhavnagar,Mahuva (Station Road) APMC
Gujarat,Banaskanth,Tharad (Rah) APMC
Gujarat,Anand,Khambhat (Grain Market) APMC
Gujarat,Sabarkantha,Modasa (Tintoi) APMC
Gujarat,Sabarkantha,Vijaynagar (Kundlakap) APMC
Haryana,Ambala,Mullana (saha) APMC
Karnataka,Shimoga,Shimoga (Theertahalli) APMC
Karnataka,Karwar (Uttar Kannad),Sirsi APMC
Karnataka,Mangalore (Dakshin Kannad),Puttur APMC
Karnataka,Karwar (Uttar Kannad),Haliyala APMC
Karnataka,Madikeri (Kodagu),Somvarpet APMC
Kerala,Thiruvananthapuram,Vellarada VFPCK APMC
Kerala,Kozhikode (Calicut),Keezhparamba VFPCK APMC
Kerala,Kozhikode (Calicut),Kodiyathur VFPCK APMC
Kerala,Malappuram,Moothedam VFPCK APMC
Kerala,Thiruvananthapuram,Kattakkada VFPCK APMC
Kerala,Kozhikode (Calicut),Vellannur VFPCK APMC
Kerala,Kozhikode (Calicut),Kallachi APMC
Kerala,Kottayam,Adithyapuram VFPCK APMC
Kerala,Thiruvananthapuram,Kovilnada VFPCK APMC
Kerala,Kollam,Valakom VFPCK APMC
Madhya Pradesh,Dewas,Dewas (F&V) APMC
Madhya Pradesh,Hoshangabad,Pipariya (F&V) APMC
Madhya Pradesh,Ujjain,Ujjain (F&V) APMC
Madhya Pradesh,Sehore,Sehore (F&V) APMC
Madhya Pradesh,Jabalpur,Shahpura (Jabalpur) APMC
Madhya Pradesh,Harda,Harda (F&V) APMC
Maharashtra,Ahmednagar,Rahuri (Vambori) APMC
Maharashtra,Jalgaon,Pachora (Bhadgaon) APMC
Maharashtra,Dharashiv (Usmanabad),Paranda APMC
Maharashtra,Nashik,Lasalgaon (Niphad) APMC
Maharashtra,Nashik,Pimpalgaon Baswant (Saykheda) APMC
Maharashtra,Ahmednagar,Newasa (Ghodegaon) APMC
Maharashtra,Raigad,Karjat (Raigad) APMC
Odisha,Koraput,Jeypore (Kotpad) APMC
Punjab,Nawanshahr,Nawan Shahar (Subzi Mandi) APMC
Punjab,Ferozpur,Talwandi Bhai (Mudki) APMC
Punjab,Barnala,Bhadaur (Sehna) APMC
Punjab,Fatehgarh,Amloh (Gobind Garh Mandi) APMC
Punjab,Bhatinda,Rampuraphul (Mehraj) APMC
Punjab,Bhatinda,Rampuraphul (Chowke) APMC
Punjab,Ludhiana,Ludhiana (Mandi gill Road) APMC
Punjab,Ludhiana,Ludhiana (Salem Tabri) APMC
Tamil Nadu,Thiruvellore,Tiruvallur (Uzhavar Sandhai )
Tamil Nadu,Chengalpattu,Chengalpet (Uzhavar Sandhai )
Tamil Nadu,Thiruvellore,Perambakkam (Uzhavar Sandhai )
Gujarat,Banaskanth,Thara (Shihori) APMC
Gujarat,Botad,Botad (Haddad) APMC
Gujarat,Surat,Songadh (Umrada) APMC
Gujarat,Banaskanth,Deesa (Bhildi) APMC
Gujarat,Navsari,Vansda APMC
Gujarat,Panchmahals,Godhra (Timbaroad) APMC
Haryana,Hissar,Hansi (Sisai) APMC
Karnataka,Mangalore (Dakshin Kannad),Bantwala APMC
Karnataka,Mangalore (Dakshin Kannad),Mangalore APMC
Karnataka,Karwar (Uttar Kannad),Kumta APMC
Karnataka,Karwar (Uttar Kannad),Yellapur APMC
Karnataka,Mangalore (Dakshin Kannad),Belthangdi APMC
Karnataka,Mangalore (Dakshin Kannad),Sulya APMC
Karnataka,Karwar (Uttar Kannad),Mundgod APMC
Kerala,Kozhikode (Calicut),Kunnamangalam VFPCK APMC
Kerala,Malappuram,Othayi VFPCK APMC
Kerala,Kottayam,Kuriem VFPCK APMC
Kerala,Kozhikode (Calicut),Kakkur VFPCK APMC
Kerala,Idukki,Kodikulam VFPCK APMC
Kerala,Kannur,Koodali VFPCK APMC
Kerala,Malappuram,Kodakkad VFPCK APMC
Kerala,Thirssur,Varandarappilly VFPCK APMC
Kerala,Thiruvananthapuram,Chenkal VFPCK APMC
Kerala,Thiruvananthapuram,Kollayil VFPCK APMC
Kerala,Pathanamthitta,Pandalam Thekkekkara VFPCK APMC
Kerala,Thirssur,Alengad VFPCK APMC
Kerala,Thirssur,Annamanada VFPCK APMC
Kerala,Thiruvananthapuram,Neyyattinkara VFPCK APMC
Kerala,Thiruvananthapuram,Anyara (EEC) APMC
Kerala,Kollam,Sooranad VFPCK APMC
Kerala,Kozhikode (Calicut),Palayam APMC
Kerala,Kottayam,Thottuva VFPCK APMC
Kerala,Ernakulam,Vengola VFPCK APMC
Kerala,Kozhikode (Calicut),Thamarassery APMC
Madhya Pradesh,Seoni,Seoni (F&V) APMC
Madhya Pradesh,Sheopur,Sheopurkalan (F&V) APMC
Madhya Pradesh,Indore,Sanwer (F&V) APMC
Madhya Pradesh,Khandwa,Sanawad (F&V) APMC
Madhya Pradesh,Dewas,Hatpiplya (F&V) APMC
Madhya Pradesh,Burhanpur,Burhanpur (F&V) APMC
Madhya Pradesh,Chhindwara,Chindwara (F&V) APMC
Madhya Pradesh,Khandwa,Badwah (F&V) APMC
Madhya Pradesh,Harda,Sirali (F&V) APMC
Madhya Pradesh,Dhar,Kukshi (F&V) APMC
Madhya Pradesh,Satna,Maihar (F&V) APMC
Madhya Pradesh,Chhatarpur,Chattarpur (F&V) APMC
Madhya Pradesh,Dhar,Rajgarh (F&V) APMC
Madhya Pradesh,Shivpuri,Karera (F&V) APMC
Madhya Pradesh,Ratlam,Sailana (F&V) APMC
Madhya Pradesh,Morena,Morena (F&V) APMC
Maharashtra,Amarawati,Varud (Rajura Bazar) APMC
Maharashtra,Nanded,Naigaon APMC
Maharashtra,Nashik,Lasalgaon (Vinchur) APMC
Maharashtra,Ahmednagar,Om Chaitanya Multistate Agro Purpose CoOp Society APMC
Maharashtra,Yavatmal,Umarked (Danki) APMC
Odisha,Nowarangpur,Nabarangpur (Umerkote) APMC
Punjab,Amritsar,Amritsar (Amritsar Mewa Mandi) APMC
Punjab,Patiala,Patiala (Anaj Mandi Sanaur Road) APMC
Punjab,Patiala,Patiala (New Anaj Mandi) APMC
Tamil Nadu,Nagapattinam,Nagapattinam APMC
Tamil Nadu,Thiruvannamalai,Polur (Thiruvannamalai) APMC
Tamil Nadu,Thanjavur,Kumbakonam APMC
Telangana,Karimnagar,Mallial (Cheppial) APMC
Uttar Pradesh,Bhadohi (Sant Ravi Nagar),Gopiganj APMC
West Bengal,Medinipur (W),Garbeta (Medinipur) APMC
Haryana,Panchkula,Panchkul (Kalka) APMC
Karnataka,Karwar (Uttar Kannad),Honnavar APMC
Kerala,Kozhikode (Calicut),Thiruvambady VFPCK APMC
Kerala,Palakad,Alenellur VFPCK APMC
Kerala,Palakad,Vaniyamkulam VFPCK APMC
Kerala,Pathanamthitta,Erath VFPCK APMC
Kerala,Thirssur,Kuzhur VFPCK APMC
Kerala,Thiruvananthapuram,Vengannore VFPCK APMC
Kerala,Idukki,Pazhayarikandam VFPCK APMC
Kerala,Alappuzha,Vallikunnam VFPCK APMC
Kerala,Ernakulam,Nedungapra VFPCK APMC
Kerala,Kottayam,Mutholy VFPCK APMC
Madhya Pradesh,Gwalior,Lashkar (F&V) APMC
Madhya Pradesh,Harda,Timarni (F&V) APMC
Madhya Pradesh,Khandwa,Khandwa (F&V) APMC
Madhya Pradesh,Shajapur,Kalapipal (F&V) APMC
Madhya Pradesh,Shajapur,Shajapur (F&V) APMC
Madhya Pradesh,Sagar,Rehli (F&V) APMC
Maharashtra,Hingoli,"Sant Namdev Krushi Bazar, APMC"
Maharashtra,Vashim,Malegaon (Vashim) APMC
Maharashtra,Sholapur,Kurdwadi (Modnimb) APMC
Maharashtra,Dharashiv (Usmanabad),Murum APMC
Maharashtra,Sholapur,Barshi (Vairag) APMC
Maharashtra,Sholapur,Perfect Krishi Market Yard Pvt Ltd APMC
Maharashtra,Vashim,Washim (Ansing) APMC
Maharashtra,Wardha,Ashti (Karanja) APMC
Punjab,Bhatinda,Rampuraphul (Bhai Rupan) APMC
Punjab,Jalandhar,Jalandhar City (Kartar Pur Dana mandi) APMC
Rajasthan,Alwar,Laxmangarh - Barodamev APMC
Gujarat,Vadodara (Baroda),Vagodiya APMC
Gujarat,Sabarkantha,Meghraj (Radlavada) APMC
Haryana,Sirsa,Rania (Jiwan nagar) APMC
Haryana,Kaithal,Pai (Rajaund) APMC
Karnataka,Madikeri (Kodagu),Madikeri APMC
Kerala,Kollam,Nedumpana VFPCK APMC
Punjab,Barnala,Tapa (Tapa Mandi) APMC
Telangana,Mahbubnagar,Nagarkurnool (Talkapalli) APMC
Haryana,Sirsa,Kalawali (Odhan) APMC
Kerala,Kozhikode (Calicut),Mukkam VFPCK APMC
Kerala,Kozhikode (Calicut),Koodaranji VFPCK APMC
Kerala,Pathanamthitta,Chittar VFPCK APMC
Kerala,Ernakulam,Kunnukara VFPCK APMC
Maharashtra,Buldhana,ACF Agro Marketing APMC
Maharashtra,Jalana,Bhokardan (Pimpalgaon Renu) APMC
Odisha,Bargarh,Godabhaga APMC
Punjab,Bhatinda,Rampuraphul (Dhapali) APMC
Chattisgarh,Dhamtari,Aamdi APMC
Gujarat,Mehsana,Vijapur (veg) APMC
Gujarat,The Dangs,Ahwa-Dang APMC
Haryana,Ambala,Ambala City (Subji Mandi) APMC
Karnataka,Bijapur,Sindagi (Indi) APMC
Kerala,Idukki,Alacode VFPCK APMC
Kerala,Ernakulam,Amalapuram VFPCK APMC
Kerala,Palakad,Puthupariyaram VFPCK APMC
Kerala,Kottayam,Mannackanad VFPCK APMC
Kerala,Kottayam,Vempally VFPCK APMC
Kerala,Palakad,Paliyamangalam VFPCK APMC
Madhya Pradesh,Jhabua,Jhabua (F&V) APMC
Maharashtra,Pune,Junnar (Bhlhe) APMC
Haryana,Sirsa,Dabwali (Chautala) APMC
Haryana,Sirsa,Sirsa (Malekan) APMC
Haryana,Kurukshetra,Pehowa (Gumthala Gahru) APMC
Kerala,Thirssur,Puthur VFPCK APMC
Kerala,Pathanamthitta,Kalanjoor VFPCK APMC
Kerala,Pathanamthitta,Pallikkal VFPCK APMC
Kerala,Kollam,Elamad VFPCK APMC
Kerala,Kottayam,Bharananganam APMC
Kerala,Wayanad,Sulthanbathery VFPCK APMC
Kerala,Kottayam,Kattampak VFPCK APMC
Maharashtra,Buldhana,Buldhana (Dhad) APMC
Punjab,Gurdaspur,Sri Har Gobindpur (Harechowal) APMC
Haryana,Panipat,Panipat (Baharpur) APMC
Kerala,Thirssur,Amballur VFPCK APMC
Madhya Pradesh,Shivpuri,Magroni (F&V) APMC
Telangana,Mahbubnagar,Kollapur APMC
Telangana,Mahbubnagar,Atmakur APMC
Gujarat,Surat,Nizar (Rumkitalav) APMC
Kerala,Thirssur,Muriyad VFPCK APMC
Kerala,Palakad,Kadambazhi puram VFPCK APMC
Kerala,Kannur,Mattannur VFPCK APMC
Maharashtra,Vashim,Krushna Krishi Bazar APMC
Maharashtra,Buldhana,Jalgaon Jamod (Aasalgaon) APMC
Maharashtra,Pune,Junnar (Alephata) APMC
Maharashtra,Ahmednagar,Shrirampur (Belapur) APMC
Tamil Nadu,Tuticorin,Kadambur APMC
Tamil Nadu,Thiruchirappalli,Lalgudi APMC
Gujarat,Junagarh,Kodinar (Dollasa) APMC
Gujarat,Banaskanth,Panthawada APMC
Kerala,Kannur,Pattiyam VFPCK APMC
Madhya Pradesh,Singroli,Singroli (F&V) APMC
Maharashtra,Dharashiv (Usmanabad),Umarga APMC
Maharashtra,Vashim,N N Mundhada Agriculture Market Produce APMC
Tamil Nadu,Thiruvannamalai,Tamarainagar (Uzhavar Sandhai ) APMC
Tamil Nadu,Tuticorin,Tuticorin (Uzhavar Sandhai ) APMC
Tamil Nadu,Villupuram,Gingee (Uzhavar Sandhai ) APMC
Tamil Nadu,Thiruvannamalai,Vandavasi (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirunelveli,Melapalayam (Uzhavar Sandhai ) APMC
Tamil Nadu,Thirupur,Kangayam (Uzhavar Sandhai ) APMC
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC
